Time Bucket (America/New_York),Vue Energy Monitor-Mains_A (kWhs),Vue Energy Monitor-Mains_B (kWhs),Vue Energy Monitor-Mains_C (kWhs),Vue Energy Monitor-Clothes Washer-Washer / Dehumidifier (kWhs),Vue Energy Monitor-Clothes Dryer-Dryer (kWhs),Vue Energy Monitor-Pump-ERV / Condensate Pump (kWhs),Vue Energy Monitor-Water Heater-Hot Water Tank (kWhs),Vue Energy Monitor-Heat Pump-Heat Pump (kWhs),Vue Energy Monitor-Cooktop/Range/Oven/Stove-Oven (kWhs),Vue Energy Monitor-Fridge/Freezer-Fridge (kWhs),Vue Energy Monitor-Dishwasher-Dishwasher  (kWhs),Vue Energy Monitor-Circuit_9 (kWhs),Vue Energy Monitor-Circuit_10 (kWhs),Vue Energy Monitor-Circuit_11 (kWhs),Vue Energy Monitor-Circuit_12 (kWhs),Vue Energy Monitor-Circuit_13 (kWhs),Vue Energy Monitor-Circuit_14 (kWhs),Vue Energy Monitor-Circuit_15 (kWhs),Vue Energy Monitor-Circuit_16 (kWhs)
02/15/2026 13:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/15/2026 14:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/15/2026 15:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/15/2026 16:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/15/2026 17:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/15/2026 18:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/15/2026 19:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/15/2026 20:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/15/2026 21:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/15/2026 22:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/15/2026 23:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 00:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 01:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 02:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 03:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 04:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 05:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 06:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 07:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 08:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 09:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 10:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 11:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 12:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 13:00:00,0.4698,0.5987,No CT,0.0150,0.0000,0.0000,0.0078,0.3954,0.0000,0.0797,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 14:00:00,0.5564,0.6854,No CT,0.0141,0.0000,0.0001,0.3047,0.1862,0.0000,0.0808,0.0046,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 15:00:00,0.6509,0.7637,No CT,0.0141,0.0000,0.0010,0.0000,0.5285,0.0000,0.1073,0.0047,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 16:00:00,0.0936,0.2309,No CT,0.0142,0.0000,0.0026,0.0000,0.0029,0.0000,0.0664,0.0051,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 17:00:00,0.4084,0.6123,No CT,0.0144,0.0000,0.0007,0.0000,0.3207,0.0000,0.1752,0.0121,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 18:00:00,0.7493,0.7139,No CT,0.0143,0.0000,0.0063,0.0020,0.1618,0.0661,0.3711,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 19:00:00,0.4529,0.5933,No CT,0.0142,0.0000,0.0002,0.1913,0.1519,0.0273,0.0860,0.0036,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 20:00:00,0.9317,1.1519,No CT,0.0141,0.0000,0.0033,0.1688,0.6699,0.0000,0.1935,0.0052,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 21:00:00,0.3659,0.5163,No CT,0.0142,0.0000,0.0044,0.1341,0.1612,0.0000,0.0631,0.0031,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 22:00:00,0.2438,0.4003,No CT,0.0142,0.0000,0.0002,0.1663,0.0047,0.0000,0.0901,0.0045,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/16/2026 23:00:00,0.1488,0.2484,No CT,0.0142,0.0000,0.0000,0.0638,0.0133,0.0000,0.0583,0.0033,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 00:00:00,0.0829,0.2103,No CT,0.0142,0.0000,0.0000,0.0000,0.0134,0.0000,0.0854,0.0051,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 01:00:00,0.0781,0.1808,No CT,0.0142,0.0000,0.0000,0.0000,0.0134,0.0000,0.0555,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 02:00:00,0.0772,0.2091,No CT,0.0143,0.0000,0.0000,0.0000,0.0134,0.0000,0.0837,0.0039,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 03:00:00,0.0772,0.1779,No CT,0.0143,0.0000,0.0000,0.0000,0.0134,0.0000,0.0522,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 04:00:00,0.1176,0.2483,No CT,0.0142,0.0000,0.0000,0.0000,0.0557,0.0000,0.0828,0.0039,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 05:00:00,1.3097,1.4114,No CT,0.0141,0.0000,0.0000,0.0000,1.2422,0.0000,0.0499,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 06:00:00,1.4746,1.6106,No CT,0.0141,0.0000,0.0000,0.0000,1.4045,0.0000,0.0842,0.0047,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 07:00:00,0.1201,0.3333,No CT,0.0144,0.0000,0.0009,0.0000,0.0450,0.0000,0.1706,0.0046,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 08:00:00,0.2724,0.6126,No CT,0.0144,0.0000,0.0025,0.0000,0.1395,0.0426,0.3055,0.0110,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 09:00:00,0.2123,0.3316,No CT,0.0144,0.0000,0.0388,0.0000,0.0000,0.0000,0.1862,0.0281,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 10:00:00,0.6717,0.8053,No CT,0.0141,0.0000,0.0008,0.2770,0.2446,0.0000,0.1706,0.0055,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 11:00:00,0.4682,0.5107,No CT,0.0143,0.0000,0.0001,0.0975,0.2201,0.0000,0.0803,0.0048,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 12:00:00,0.3799,0.5165,No CT,0.0144,0.0000,0.0022,0.0000,0.1408,0.0000,0.2665,0.0066,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 13:00:00,0.3073,0.3269,No CT,0.0146,0.0000,0.0000,0.0000,0.1139,0.0000,0.1035,0.0069,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 14:00:00,0.1992,0.1689,No CT,0.0146,0.0000,0.0011,0.0000,0.0000,0.0000,0.0551,0.0071,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 15:00:00,0.1816,0.2130,No CT,0.0142,0.0000,0.0009,0.0000,0.0000,0.0000,0.1012,0.0218,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 16:00:00,1.4208,1.4627,No CT,0.0141,0.0000,0.0000,0.0000,1.2831,0.0000,0.0522,0.0063,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 17:00:00,0.1553,0.2359,No CT,0.0143,0.0000,0.0002,0.0000,0.0244,0.0000,0.0977,0.0067,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 18:00:00,0.5441,0.4744,No CT,0.0144,0.0000,0.0070,0.0006,0.0000,0.2691,0.0895,0.0071,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 19:00:00,1.3498,1.3102,No CT,0.2899,0.0000,0.0000,0.1926,0.5341,0.0888,0.1200,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 20:00:00,0.8598,1.0848,No CT,0.1110,0.2984,0.0000,0.1939,0.1353,0.0000,0.1774,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 21:00:00,1.1271,1.1318,No CT,0.0125,0.0000,0.0078,0.1418,0.5577,0.0000,0.2337,0.0048,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 22:00:00,1.1274,1.2069,No CT,0.0133,0.6809,0.0071,0.0000,0.1317,0.0000,0.1117,0.0052,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/17/2026 23:00:00,0.0781,0.2013,No CT,0.0143,0.0000,0.0009,0.0000,0.0038,0.0000,0.0823,0.0053,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 00:00:00,0.0838,0.2341,No CT,0.0143,0.0000,0.0000,0.0000,0.0132,0.0000,0.1050,0.0044,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 01:00:00,0.0806,0.2753,No CT,0.0144,0.0000,0.0000,0.0000,0.0145,0.0000,0.1475,0.0043,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 02:00:00,0.0829,0.2583,No CT,0.0144,0.0000,0.0000,0.0000,0.0190,0.0000,0.1293,0.0033,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 03:00:00,0.0840,0.2092,No CT,0.0144,0.0000,0.0000,0.0000,0.0192,0.0000,0.0793,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 04:00:00,1.1211,1.2720,No CT,0.0141,0.0000,0.0000,0.0000,1.0557,0.0000,0.1001,0.0027,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 05:00:00,0.9577,1.0633,No CT,0.0142,0.0000,0.0000,0.0000,0.8979,0.0000,0.0602,0.0031,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 06:00:00,1.5156,1.6598,No CT,0.0141,0.0000,0.0000,0.0000,1.4463,0.0000,0.0893,0.0025,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 07:00:00,0.0857,0.2436,No CT,0.0144,0.0000,0.0019,0.0000,0.0143,0.0000,0.1126,0.0044,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 08:00:00,0.0849,0.2082,No CT,0.0144,0.0000,0.0015,0.0000,0.0132,0.0000,0.0655,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 09:00:00,0.5852,0.7713,No CT,0.0144,0.0000,0.0317,0.3412,0.0136,0.0757,0.2157,0.0060,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 10:00:00,0.6194,0.7332,No CT,0.0144,0.0000,0.0003,0.0781,0.4134,0.0000,0.1248,0.0035,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 11:00:00,0.1382,0.3512,No CT,0.0145,0.0000,0.0038,0.0000,0.0025,0.0000,0.2141,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 12:00:00,0.5970,0.8042,No CT,0.0146,0.0000,0.0002,0.0000,0.4785,0.0000,0.1705,0.0038,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 13:00:00,0.2751,0.3173,No CT,0.0148,0.0000,0.0000,0.0000,0.1468,0.0000,0.0612,0.0036,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 14:00:00,0.4901,0.5860,No CT,0.0146,0.0000,0.0007,0.0669,0.3229,0.0000,0.0933,0.0033,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 15:00:00,0.8422,0.9416,No CT,0.0143,0.0000,0.0005,0.1649,0.5818,0.0000,0.0717,0.0041,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 16:00:00,0.7170,0.8625,No CT,0.0145,0.0000,0.0008,0.0790,0.5038,0.0000,0.1641,0.0042,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 17:00:00,0.1277,0.2171,No CT,0.0146,0.0000,0.0003,0.0000,0.0220,0.0000,0.0813,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 18:00:00,1.1369,1.1353,No CT,0.0144,0.0000,0.0009,0.0000,0.8301,0.0000,0.1864,0.1753,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 19:00:00,0.6533,0.3963,No CT,0.0147,0.0000,0.0001,0.0000,0.1567,0.0000,0.1160,0.4047,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 20:00:00,0.8829,0.9106,No CT,0.0127,0.0000,0.0007,0.1899,0.3015,0.0000,0.3040,0.0072,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 21:00:00,0.6041,0.6740,No CT,0.0139,0.0000,0.0000,0.1252,0.3186,0.0000,0.1234,0.0035,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 22:00:00,0.3835,0.2250,No CT,0.0128,0.0000,0.0022,0.0000,0.0049,0.0000,0.1061,0.0037,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/18/2026 23:00:00,0.4118,0.1990,No CT,0.0126,0.0000,0.0000,0.0000,0.0131,0.0000,0.0670,0.0054,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 00:00:00,0.2754,0.2082,No CT,0.0134,0.0000,0.0008,0.0000,0.0141,0.0000,0.0762,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 01:00:00,0.0886,0.2137,No CT,0.0149,0.0000,0.0000,0.0000,0.0189,0.0000,0.0810,0.0027,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 02:00:00,0.0893,0.1889,No CT,0.0150,0.0000,0.0000,0.0000,0.0191,0.0000,0.0559,0.0030,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 03:00:00,0.0848,0.2240,No CT,0.0150,0.0000,0.0000,0.0000,0.0191,0.0000,0.0927,0.0027,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 04:00:00,1.3637,1.4642,No CT,0.0148,0.0000,0.0000,0.0000,1.2902,0.0000,0.0508,0.0017,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 05:00:00,1.6189,1.7540,No CT,0.0148,0.0000,0.0000,0.0000,1.5454,0.0000,0.0866,0.0066,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 06:00:00,0.8658,0.9823,No CT,0.0150,0.0000,0.0000,0.0000,0.7924,0.0000,0.0660,0.0043,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 07:00:00,0.0751,0.2291,No CT,0.0147,0.0000,0.0003,0.0000,0.0067,0.0000,0.1069,0.0076,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 08:00:00,0.2438,0.4339,No CT,0.0144,0.0000,0.0015,0.0000,0.1790,0.0000,0.1309,0.0077,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 09:00:00,0.1561,0.3679,No CT,0.0147,0.0000,0.0001,0.0000,0.0066,0.0000,0.2216,0.0070,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 10:00:00,0.5902,0.6522,No CT,0.0146,0.0000,0.0006,0.2593,0.1565,0.0000,0.1254,0.0302,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 11:00:00,0.8216,0.9040,No CT,0.0146,0.0000,0.0021,0.1319,0.5006,0.0000,0.1462,0.0434,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 12:00:00,0.9607,0.9969,No CT,0.0146,0.0000,0.0088,0.0000,0.7864,0.0000,0.0948,0.0395,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 13:00:00,0.2178,0.4209,No CT,0.0148,0.0000,0.0046,0.0000,0.0033,0.0000,0.3044,0.0219,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 14:00:00,0.1615,0.1776,No CT,0.0147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0628,0.0394,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 15:00:00,0.2677,0.3409,No CT,0.0147,0.0000,0.0001,0.0000,0.1332,0.0000,0.0950,0.0289,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 16:00:00,0.5165,0.6972,No CT,0.0146,0.0000,0.0004,0.0000,0.3795,0.0000,0.1998,0.0130,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 17:00:00,0.1899,0.2782,No CT,0.0146,0.0000,0.0001,0.0000,0.0192,0.0000,0.1370,0.0481,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 18:00:00,0.5626,0.3379,No CT,0.0128,0.0000,0.0003,0.0000,0.1387,0.0000,0.0784,0.0288,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 19:00:00,0.4151,0.3220,No CT,0.0135,0.0000,0.0003,0.0000,0.1000,0.0000,0.1007,0.0243,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 20:00:00,0.6927,0.8399,No CT,0.0145,0.0000,0.0000,0.0000,0.6229,0.0000,0.1039,0.0058,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 21:00:00,1.1788,1.3471,No CT,0.0145,0.0000,0.0000,0.0000,1.1017,0.0000,0.1263,0.0077,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 22:00:00,0.3064,0.2330,No CT,0.0133,0.0000,0.0000,0.0000,0.0022,0.0000,0.1090,0.0169,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/19/2026 23:00:00,0.1950,0.2298,No CT,0.0143,0.0000,0.0024,0.0000,0.0134,0.0000,0.0995,0.0113,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 00:00:00,0.0896,0.2004,No CT,0.0147,0.0000,0.0000,0.0000,0.0144,0.0000,0.0723,0.0050,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 01:00:00,0.0917,0.2116,No CT,0.0149,0.0000,0.0000,0.0000,0.0190,0.0000,0.0737,0.0028,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 02:00:00,0.0920,0.2123,No CT,0.0151,0.0000,0.0000,0.0000,0.0191,0.0000,0.0760,0.0040,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 03:00:00,0.0875,0.1983,No CT,0.0150,0.0000,0.0000,0.0000,0.0192,0.0000,0.0651,0.0025,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 04:00:00,0.9190,1.0425,No CT,0.0148,0.0000,0.0000,0.0000,0.8506,0.0000,0.0803,0.0037,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 05:00:00,1.2046,1.3128,No CT,0.0148,0.0000,0.0000,0.0000,1.1294,0.0000,0.0613,0.0034,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 06:00:00,1.4897,1.6266,No CT,0.0148,0.0000,0.0000,0.0000,1.4060,0.0000,0.0894,0.0027,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 07:00:00,0.3487,0.4623,No CT,0.0143,0.0000,0.0000,0.2504,0.0248,0.0000,0.0659,0.0035,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 08:00:00,0.1566,0.3200,No CT,0.0143,0.0000,0.0021,0.0711,0.0128,0.0000,0.1048,0.0051,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 09:00:00,0.1368,0.3022,No CT,0.0148,0.0000,0.0006,0.0000,0.0133,0.0000,0.1463,0.0041,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 10:00:00,0.1496,0.3485,No CT,0.0146,0.0000,0.0019,0.0000,0.0189,0.0000,0.2039,0.0103,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 11:00:00,0.5114,0.5805,No CT,0.0146,0.0000,0.0013,0.0392,0.3242,0.0105,0.0827,0.0237,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 12:00:00,0.7346,0.7907,No CT,0.0142,0.0000,0.0017,0.1702,0.3809,0.0318,0.0953,0.0104,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 13:00:00,0.9615,1.0970,No CT,0.0143,0.0000,0.0000,0.0010,0.8814,0.0000,0.1068,0.0222,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 14:00:00,0.0925,0.3154,No CT,0.0150,0.0000,0.0039,0.0000,0.0012,0.0000,0.1973,0.0213,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 15:00:00,0.2352,0.4684,No CT,0.0145,0.0000,0.0062,0.0000,0.1611,0.0000,0.1990,0.0082,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 16:00:00,0.9410,1.0778,No CT,0.0144,0.0000,0.0003,0.0000,0.8527,0.0000,0.1139,0.0269,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 17:00:00,0.1395,0.2916,No CT,0.0143,0.0000,0.0013,0.0000,0.0109,0.0000,0.1422,0.0197,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 18:00:00,0.4212,0.2198,No CT,0.0129,0.0000,0.0005,0.0000,0.0130,0.0000,0.0763,0.0188,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 19:00:00,1.2628,0.8813,No CT,0.0139,0.0000,0.0000,0.3267,0.1176,0.0572,0.2462,0.6070,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 20:00:00,0.7801,0.5613,No CT,0.0124,0.0000,0.0001,0.1623,0.1524,0.0000,0.1174,0.0300,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 21:00:00,0.6456,0.6101,No CT,0.0135,0.0000,0.0000,0.0930,0.3028,0.0000,0.0926,0.0132,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 22:00:00,0.2293,0.2928,No CT,0.0139,0.0000,0.0002,0.0000,0.0651,0.0000,0.1102,0.0048,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/20/2026 23:00:00,0.2705,0.2653,No CT,0.0134,0.0000,0.0048,0.0095,0.0122,0.0000,0.0797,0.0050,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 00:00:00,0.1612,0.2622,No CT,0.0141,0.0000,0.0003,0.0563,0.0188,0.0000,0.0730,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 01:00:00,0.1612,0.2622,No CT,0.0141,0.0000,0.0003,0.0563,0.0188,0.0000,0.0730,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 02:00:00,0.1612,0.2622,No CT,0.0141,0.0000,0.0003,0.0563,0.0188,0.0000,0.0730,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 03:00:00,0.1612,0.2622,No CT,0.0141,0.0000,0.0003,0.0563,0.0188,0.0000,0.0730,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 04:00:00,0.1612,0.2622,No CT,0.0141,0.0000,0.0003,0.0563,0.0188,0.0000,0.0730,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
