Time Bucket (America/New_York),Vue Energy Monitor-Mains_A (kWhs),Vue Energy Monitor-Mains_B (kWhs),Vue Energy Monitor-Mains_C (kWhs),Vue Energy Monitor-Clothes Washer-Washer / Dehumidifier (kWhs),Vue Energy Monitor-Clothes Dryer-Dryer (kWhs),Vue Energy Monitor-Pump-ERV / Condensate Pump (kWhs),Vue Energy Monitor-Water Heater-Hot Water Tank (kWhs),Vue Energy Monitor-Heat Pump-Heat Pump (kWhs),Vue Energy Monitor-Cooktop/Range/Oven/Stove-Oven (kWhs),Vue Energy Monitor-Fridge/Freezer-Fridge (kWhs),Vue Energy Monitor-Dishwasher-Dishwasher  (kWhs),Vue Energy Monitor-Circuit_9 (kWhs),Vue Energy Monitor-Circuit_10 (kWhs),Vue Energy Monitor-Circuit_11 (kWhs),Vue Energy Monitor-Circuit_12 (kWhs),Vue Energy Monitor-Circuit_13 (kWhs),Vue Energy Monitor-Circuit_14 (kWhs),Vue Energy Monitor-Circuit_15 (kWhs),Vue Energy Monitor-Circuit_16 (kWhs)
02/21/2026 05:00:00,1.6001,1.6948,No CT,0.0142,0.0000,0.0000,0.0000,1.5276,0.0000,0.0476,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 06:00:00,1.5580,1.6924,No CT,0.0143,0.0000,0.0000,0.0000,1.4804,0.0000,0.0907,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 07:00:00,0.7938,0.9350,No CT,0.0144,0.0000,0.0004,0.0000,0.7147,0.0000,0.0982,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 08:00:00,0.4722,0.6593,No CT,0.0145,0.0000,0.0006,0.0000,0.3981,0.0000,0.1472,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 09:00:00,0.4865,0.5248,No CT,0.0285,0.0000,0.0018,0.0302,0.1972,0.0835,0.0886,0.0098,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 10:00:00,0.8912,1.0022,No CT,0.0690,0.0000,0.0005,0.1185,0.5970,0.0404,0.0905,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 11:00:00,0.9159,1.3596,No CT,0.3263,0.0000,0.0000,0.1611,0.5739,0.0000,0.2226,0.0102,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 12:00:00,0.4744,0.7076,No CT,0.0138,0.0000,0.0002,0.1063,0.2915,0.0000,0.2025,0.0099,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 13:00:00,0.1862,0.2310,No CT,0.0144,0.0000,0.0064,0.0000,0.0291,0.0000,0.0882,0.0085,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 14:00:00,0.8396,0.9421,No CT,0.0143,0.0000,0.0000,0.0695,0.6356,0.0315,0.0889,0.0097,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 15:00:00,0.9162,1.1093,No CT,0.1144,0.0000,0.0009,0.3742,0.4202,0.0000,0.1053,0.0099,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 16:00:00,0.7665,1.1246,No CT,0.2964,0.0000,0.0030,0.1918,0.4248,0.0000,0.1071,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 17:00:00,0.9792,1.0427,No CT,0.0144,0.0000,0.0014,0.1647,0.6569,0.0000,0.1045,0.0099,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 18:00:00,1.2205,1.0056,No CT,0.0129,0.0000,0.0096,0.0725,0.6904,0.0000,0.1154,0.0098,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 19:00:00,0.4056,0.4303,No CT,0.0140,0.0000,0.0011,0.0000,0.1833,0.0000,0.1282,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 20:00:00,0.7650,0.8133,No CT,0.0140,0.0000,0.0000,0.0000,0.5656,0.0000,0.1236,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 21:00:00,0.2599,0.3233,No CT,0.0141,0.0000,0.0000,0.0000,0.0913,0.0000,0.1138,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 22:00:00,0.6094,0.2265,No CT,0.0140,0.0000,0.0029,0.0000,0.0031,0.0000,0.1051,0.4173,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/21/2026 23:00:00,0.7200,0.4006,No CT,0.0129,0.0000,0.0000,0.1843,0.0130,0.0000,0.0873,0.1748,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 00:00:00,0.1868,0.3145,No CT,0.0151,0.0000,0.0000,0.1018,0.0146,0.0000,0.0781,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 01:00:00,0.0877,0.2021,No CT,0.0143,0.0000,0.0000,0.0000,0.0190,0.0000,0.0655,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 02:00:00,0.0880,0.2117,No CT,0.0143,0.0000,0.0000,0.0000,0.0192,0.0000,0.0770,0.0097,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 03:00:00,0.1336,0.2447,No CT,0.0143,0.0000,0.0000,0.0000,0.0712,0.0000,0.0659,0.0083,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 04:00:00,1.2328,1.3484,No CT,0.0141,0.0000,0.0000,0.0000,1.1626,0.0000,0.0708,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 05:00:00,0.7093,0.8206,No CT,0.0143,0.0000,0.0000,0.0000,0.6413,0.0000,0.0711,0.0083,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 06:00:00,0.8984,1.0135,No CT,0.0142,0.0000,0.0000,0.0000,0.8353,0.0000,0.0665,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 07:00:00,0.0735,0.2644,No CT,0.0145,0.0000,0.0000,0.0000,0.0034,0.0000,0.1423,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 08:00:00,1.6399,1.8506,No CT,0.0146,0.0000,0.0004,0.0000,1.0230,0.5347,0.1731,0.0103,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 09:00:00,0.7990,0.9498,No CT,0.0148,0.0000,0.0006,0.0000,0.0029,0.7104,0.0808,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 10:00:00,1.3492,1.3391,No CT,0.0145,0.0000,0.0002,0.0000,0.2915,0.8083,0.1086,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
02/22/2026 11:00:00,0.5622,0.7685,No CT,0.0120,0.0000,0.0000,0.0000,0.4596,0.0000,0.1728,0.0077,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT
